C:\c\IMG\center_2020_07_09_01_41_46_678.jpg, C:\c\IMG\left_2020_07_09_01_41_46_678.jpg, C:\c\IMG\right_2020_07_09_01_41_46_678.jpg, 0, 1, 0, 18.36994
C:\c\IMG\center_2020_07_09_01_41_46_790.jpg, C:\c\IMG\left_2020_07_09_01_41_46_790.jpg, C:\c\IMG\right_2020_07_09_01_41_46_790.jpg, -0.07993855, 1, 0, 19.58834
C:\c\IMG\center_2020_07_09_01_41_46_894.jpg, C:\c\IMG\left_2020_07_09_01_41_46_894.jpg, C:\c\IMG\right_2020_07_09_01_41_46_894.jpg, -0.3913628, 1, 0, 20.42311
C:\c\IMG\center_2020_07_09_01_41_47_000.jpg, C:\c\IMG\left_2020_07_09_01_41_47_000.jpg, C:\c\IMG\right_2020_07_09_01_41_47_000.jpg, -0.709208, 1, 0, 21.38566
C:\c\IMG\center_2020_07_09_01_41_47_115.jpg, C:\c\IMG\left_2020_07_09_01_41_47_115.jpg, C:\c\IMG\right_2020_07_09_01_41_47_115.jpg, -0.365872, 1, 0, 22.39095
C:\c\IMG\center_2020_07_09_01_41_47_320.jpg, C:\c\IMG\left_2020_07_09_01_41_47_320.jpg, C:\c\IMG\right_2020_07_09_01_41_47_320.jpg, 0, 1, 0, 24.2583
C:\c\IMG\center_2020_07_09_01_41_47_417.jpg, C:\c\IMG\left_2020_07_09_01_41_47_417.jpg, C:\c\IMG\right_2020_07_09_01_41_47_417.jpg, 0, 1, 0, 25.21855
C:\c\IMG\center_2020_07_09_01_41_47_523.jpg, C:\c\IMG\left_2020_07_09_01_41_47_523.jpg, C:\c\IMG\right_2020_07_09_01_41_47_523.jpg, 0, 1, 0, 26.36329
C:\c\IMG\center_2020_07_09_01_41_47_639.jpg, C:\c\IMG\left_2020_07_09_01_41_47_639.jpg, C:\c\IMG\right_2020_07_09_01_41_47_639.jpg, 0, 1, 0, 27.30645
C:\c\IMG\center_2020_07_09_01_41_47_745.jpg, C:\c\IMG\left_2020_07_09_01_41_47_745.jpg, C:\c\IMG\right_2020_07_09_01_41_47_745.jpg, 0, 1, 0, 28.42547
C:\c\IMG\center_2020_07_09_01_41_47_864.jpg, C:\c\IMG\left_2020_07_09_01_41_47_864.jpg, C:\c\IMG\right_2020_07_09_01_41_47_864.jpg, 0, 1, 0, 29.53143
C:\c\IMG\center_2020_07_09_01_41_47_971.jpg, C:\c\IMG\left_2020_07_09_01_41_47_971.jpg, C:\c\IMG\right_2020_07_09_01_41_47_971.jpg, -0.1024829, 1, 0, 30.18843
C:\c\IMG\center_2020_07_09_01_41_48_083.jpg, C:\c\IMG\left_2020_07_09_01_41_48_083.jpg, C:\c\IMG\right_2020_07_09_01_41_48_083.jpg, -0.4377838, 1, 0, 30.15318
C:\c\IMG\center_2020_07_09_01_41_48_195.jpg, C:\c\IMG\left_2020_07_09_01_41_48_195.jpg, C:\c\IMG\right_2020_07_09_01_41_48_195.jpg, -0.1005727, 1, 0, 30.19188
C:\c\IMG\center_2020_07_09_01_41_48_306.jpg, C:\c\IMG\left_2020_07_09_01_41_48_306.jpg, C:\c\IMG\right_2020_07_09_01_41_48_306.jpg, 0, 1, 0, 30.18964
C:\c\IMG\center_2020_07_09_01_41_48_415.jpg, C:\c\IMG\left_2020_07_09_01_41_48_415.jpg, C:\c\IMG\right_2020_07_09_01_41_48_415.jpg, 0, 1, 0, 30.19027
C:\c\IMG\center_2020_07_09_01_41_48_526.jpg, C:\c\IMG\left_2020_07_09_01_41_48_526.jpg, C:\c\IMG\right_2020_07_09_01_41_48_526.jpg, 0, 1, 0, 30.18966
C:\c\IMG\center_2020_07_09_01_41_48_647.jpg, C:\c\IMG\left_2020_07_09_01_41_48_647.jpg, C:\c\IMG\right_2020_07_09_01_41_48_647.jpg, -0.3636753, 1, 0, 30.16218
C:\c\IMG\center_2020_07_09_01_41_48_752.jpg, C:\c\IMG\left_2020_07_09_01_41_48_752.jpg, C:\c\IMG\right_2020_07_09_01_41_48_752.jpg, -0.05062747, 1, 0, 30.19036
C:\c\IMG\center_2020_07_09_01_41_48_868.jpg, C:\c\IMG\left_2020_07_09_01_41_48_868.jpg, C:\c\IMG\right_2020_07_09_01_41_48_868.jpg, 0, 1, 0, 30.19009
C:\c\IMG\center_2020_07_09_01_41_48_979.jpg, C:\c\IMG\left_2020_07_09_01_41_48_979.jpg, C:\c\IMG\right_2020_07_09_01_41_48_979.jpg, 0, 1, 0, 30.19032
C:\c\IMG\center_2020_07_09_01_41_49_091.jpg, C:\c\IMG\left_2020_07_09_01_41_49_091.jpg, C:\c\IMG\right_2020_07_09_01_41_49_091.jpg, 0, 1, 0, 30.18987
C:\c\IMG\center_2020_07_09_01_41_49_202.jpg, C:\c\IMG\left_2020_07_09_01_41_49_202.jpg, C:\c\IMG\right_2020_07_09_01_41_49_202.jpg, -0.3279124, 1, 0, 30.16963
C:\c\IMG\center_2020_07_09_01_41_49_313.jpg, C:\c\IMG\left_2020_07_09_01_41_49_313.jpg, C:\c\IMG\right_2020_07_09_01_41_49_313.jpg, -0.4236026, 1, 0, 30.17344
C:\c\IMG\center_2020_07_09_01_41_49_424.jpg, C:\c\IMG\left_2020_07_09_01_41_49_424.jpg, C:\c\IMG\right_2020_07_09_01_41_49_424.jpg, -0.08665798, 1, 0, 30.19159
C:\c\IMG\center_2020_07_09_01_41_49_539.jpg, C:\c\IMG\left_2020_07_09_01_41_49_539.jpg, C:\c\IMG\right_2020_07_09_01_41_49_539.jpg, 0, 1, 0, 30.18946
C:\c\IMG\center_2020_07_09_01_41_49_659.jpg, C:\c\IMG\left_2020_07_09_01_41_49_659.jpg, C:\c\IMG\right_2020_07_09_01_41_49_659.jpg, 0, 1, 0, 30.19025
C:\c\IMG\center_2020_07_09_01_41_49_760.jpg, C:\c\IMG\left_2020_07_09_01_41_49_760.jpg, C:\c\IMG\right_2020_07_09_01_41_49_760.jpg, 0, 1, 0, 30.19034
C:\c\IMG\center_2020_07_09_01_41_49_863.jpg, C:\c\IMG\left_2020_07_09_01_41_49_863.jpg, C:\c\IMG\right_2020_07_09_01_41_49_863.jpg, 0, 1, 0, 30.1902
C:\c\IMG\center_2020_07_09_01_41_49_968.jpg, C:\c\IMG\left_2020_07_09_01_41_49_968.jpg, C:\c\IMG\right_2020_07_09_01_41_49_968.jpg, 0, 1, 0, 30.19027
C:\c\IMG\center_2020_07_09_01_41_50_077.jpg, C:\c\IMG\left_2020_07_09_01_41_50_077.jpg, C:\c\IMG\right_2020_07_09_01_41_50_077.jpg, 0, 1, 0, 30.18987
C:\c\IMG\center_2020_07_09_01_41_50_199.jpg, C:\c\IMG\left_2020_07_09_01_41_50_199.jpg, C:\c\IMG\right_2020_07_09_01_41_50_199.jpg, -0.3580383, 1, 0, 30.16158
C:\c\IMG\center_2020_07_09_01_41_50_314.jpg, C:\c\IMG\left_2020_07_09_01_41_50_314.jpg, C:\c\IMG\right_2020_07_09_01_41_50_314.jpg, -0.006839014, 1, 0, 30.18946
C:\c\IMG\center_2020_07_09_01_41_50_414.jpg, C:\c\IMG\left_2020_07_09_01_41_50_414.jpg, C:\c\IMG\right_2020_07_09_01_41_50_414.jpg, 0, 1, 0, 30.19003
C:\c\IMG\center_2020_07_09_01_41_50_521.jpg, C:\c\IMG\left_2020_07_09_01_41_50_521.jpg, C:\c\IMG\right_2020_07_09_01_41_50_521.jpg, 0, 1, 0, 30.1903
C:\c\IMG\center_2020_07_09_01_41_50_626.jpg, C:\c\IMG\left_2020_07_09_01_41_50_626.jpg, C:\c\IMG\right_2020_07_09_01_41_50_626.jpg, 0, 1, 0, 30.1903
C:\c\IMG\center_2020_07_09_01_41_50_727.jpg, C:\c\IMG\left_2020_07_09_01_41_50_727.jpg, C:\c\IMG\right_2020_07_09_01_41_50_727.jpg, 0, 1, 0, 30.1898
C:\c\IMG\center_2020_07_09_01_41_50_832.jpg, C:\c\IMG\left_2020_07_09_01_41_50_832.jpg, C:\c\IMG\right_2020_07_09_01_41_50_832.jpg, -0.1051226, 1, 0, 30.18741
C:\c\IMG\center_2020_07_09_01_41_50_939.jpg, C:\c\IMG\left_2020_07_09_01_41_50_939.jpg, C:\c\IMG\right_2020_07_09_01_41_50_939.jpg, -0.3789603, 1, 0, 30.16101
C:\c\IMG\center_2020_07_09_01_41_51_044.jpg, C:\c\IMG\left_2020_07_09_01_41_51_044.jpg, C:\c\IMG\right_2020_07_09_01_41_51_044.jpg, -0.1174801, 1, 0, 30.1918
C:\c\IMG\center_2020_07_09_01_41_51_160.jpg, C:\c\IMG\left_2020_07_09_01_41_51_160.jpg, C:\c\IMG\right_2020_07_09_01_41_51_160.jpg, 0, 1, 0, 30.18953
C:\c\IMG\center_2020_07_09_01_41_51_262.jpg, C:\c\IMG\left_2020_07_09_01_41_51_262.jpg, C:\c\IMG\right_2020_07_09_01_41_51_262.jpg, 0, 1, 0, 30.19026
C:\c\IMG\center_2020_07_09_01_41_51_374.jpg, C:\c\IMG\left_2020_07_09_01_41_51_374.jpg, C:\c\IMG\right_2020_07_09_01_41_51_374.jpg, 0, 1, 0, 30.19029
C:\c\IMG\center_2020_07_09_01_41_51_489.jpg, C:\c\IMG\left_2020_07_09_01_41_51_489.jpg, C:\c\IMG\right_2020_07_09_01_41_51_489.jpg, 0, 1, 0, 30.19031
C:\c\IMG\center_2020_07_09_01_41_51_637.jpg, C:\c\IMG\left_2020_07_09_01_41_51_637.jpg, C:\c\IMG\right_2020_07_09_01_41_51_637.jpg, 0, 1, 0, 30.19027
C:\c\IMG\center_2020_07_09_01_41_51_756.jpg, C:\c\IMG\left_2020_07_09_01_41_51_756.jpg, C:\c\IMG\right_2020_07_09_01_41_51_756.jpg, 0, 1, 0, 30.19028
C:\c\IMG\center_2020_07_09_01_41_51_859.jpg, C:\c\IMG\left_2020_07_09_01_41_51_859.jpg, C:\c\IMG\right_2020_07_09_01_41_51_859.jpg, 0, 0.6915458, 0, 30.12383
C:\c\IMG\center_2020_07_09_01_41_51_972.jpg, C:\c\IMG\left_2020_07_09_01_41_51_972.jpg, C:\c\IMG\right_2020_07_09_01_41_51_972.jpg, 0, 0.3531375, 0, 30.03912
C:\c\IMG\center_2020_07_09_01_41_52_081.jpg, C:\c\IMG\left_2020_07_09_01_41_52_081.jpg, C:\c\IMG\right_2020_07_09_01_41_52_081.jpg, 0, 0.02555431, 0, 29.87023
C:\c\IMG\center_2020_07_09_01_41_52_197.jpg, C:\c\IMG\left_2020_07_09_01_41_52_197.jpg, C:\c\IMG\right_2020_07_09_01_41_52_197.jpg, 0, 0, 0, 29.57308
C:\c\IMG\center_2020_07_09_01_41_52_312.jpg, C:\c\IMG\left_2020_07_09_01_41_52_312.jpg, C:\c\IMG\right_2020_07_09_01_41_52_312.jpg, 0, 0, 0, 29.21709
C:\c\IMG\center_2020_07_09_01_41_52_413.jpg, C:\c\IMG\left_2020_07_09_01_41_52_413.jpg, C:\c\IMG\right_2020_07_09_01_41_52_413.jpg, 0, 0, 0, 28.92371
C:\c\IMG\center_2020_07_09_01_41_52_528.jpg, C:\c\IMG\left_2020_07_09_01_41_52_528.jpg, C:\c\IMG\right_2020_07_09_01_41_52_528.jpg, 0, 0, 0, 28.57554
C:\c\IMG\center_2020_07_09_01_41_52_642.jpg, C:\c\IMG\left_2020_07_09_01_41_52_642.jpg, C:\c\IMG\right_2020_07_09_01_41_52_642.jpg, 0, 0, 0, 28.23157
C:\c\IMG\center_2020_07_09_01_41_52_748.jpg, C:\c\IMG\left_2020_07_09_01_41_52_748.jpg, C:\c\IMG\right_2020_07_09_01_41_52_748.jpg, -0.1412182, 0, 0, 27.93974
C:\c\IMG\center_2020_07_09_01_41_52_856.jpg, C:\c\IMG\left_2020_07_09_01_41_52_856.jpg, C:\c\IMG\right_2020_07_09_01_41_52_856.jpg, -0.4670416, 0, 0, 27.51764
C:\c\IMG\center_2020_07_09_01_41_52_972.jpg, C:\c\IMG\left_2020_07_09_01_41_52_972.jpg, C:\c\IMG\right_2020_07_09_01_41_52_972.jpg, -0.4705068, 0, 0, 26.91405
C:\c\IMG\center_2020_07_09_01_41_53_085.jpg, C:\c\IMG\left_2020_07_09_01_41_53_085.jpg, C:\c\IMG\right_2020_07_09_01_41_53_085.jpg, -0.1315963, 0, 0, 26.61098
C:\c\IMG\center_2020_07_09_01_41_53_189.jpg, C:\c\IMG\left_2020_07_09_01_41_53_189.jpg, C:\c\IMG\right_2020_07_09_01_41_53_189.jpg, 0, 0, 0, 26.3195
C:\c\IMG\center_2020_07_09_01_41_53_293.jpg, C:\c\IMG\left_2020_07_09_01_41_53_293.jpg, C:\c\IMG\right_2020_07_09_01_41_53_293.jpg, 0, 0, 0, 26.05167
C:\c\IMG\center_2020_07_09_01_41_53_407.jpg, C:\c\IMG\left_2020_07_09_01_41_53_407.jpg, C:\c\IMG\right_2020_07_09_01_41_53_407.jpg, 0, 0, 0, 25.73806
C:\c\IMG\center_2020_07_09_01_41_53_516.jpg, C:\c\IMG\left_2020_07_09_01_41_53_516.jpg, C:\c\IMG\right_2020_07_09_01_41_53_516.jpg, 0, 0, 0, 25.48002
C:\c\IMG\center_2020_07_09_01_41_53_626.jpg, C:\c\IMG\left_2020_07_09_01_41_53_626.jpg, C:\c\IMG\right_2020_07_09_01_41_53_626.jpg, -0.05580375, 0, 0, 25.1728
C:\c\IMG\center_2020_07_09_01_41_53_736.jpg, C:\c\IMG\left_2020_07_09_01_41_53_736.jpg, C:\c\IMG\right_2020_07_09_01_41_53_736.jpg, -0.3857448, 0, 0, 24.83897
C:\c\IMG\center_2020_07_09_01_41_53_855.jpg, C:\c\IMG\left_2020_07_09_01_41_53_855.jpg, C:\c\IMG\right_2020_07_09_01_41_53_855.jpg, -0.02786043, 0, 0, 24.53138
C:\c\IMG\center_2020_07_09_01_41_53_968.jpg, C:\c\IMG\left_2020_07_09_01_41_53_968.jpg, C:\c\IMG\right_2020_07_09_01_41_53_968.jpg, 0, 0, 0, 24.22964
C:\c\IMG\center_2020_07_09_01_41_54_123.jpg, C:\c\IMG\left_2020_07_09_01_41_54_123.jpg, C:\c\IMG\right_2020_07_09_01_41_54_123.jpg, 0, 0, 0, 23.84083
C:\c\IMG\center_2020_07_09_01_41_54_287.jpg, C:\c\IMG\left_2020_07_09_01_41_54_287.jpg, C:\c\IMG\right_2020_07_09_01_41_54_287.jpg, 0, 0.4916797, 0, 24.35046
C:\c\IMG\center_2020_07_09_01_41_54_387.jpg, C:\c\IMG\left_2020_07_09_01_41_54_387.jpg, C:\c\IMG\right_2020_07_09_01_41_54_387.jpg, 0, 0.7962887, 0, 24.93919
C:\c\IMG\center_2020_07_09_01_41_54_492.jpg, C:\c\IMG\left_2020_07_09_01_41_54_492.jpg, C:\c\IMG\right_2020_07_09_01_41_54_492.jpg, 0, 1, 0, 25.85758
C:\c\IMG\center_2020_07_09_01_41_54_798.jpg, C:\c\IMG\left_2020_07_09_01_41_54_798.jpg, C:\c\IMG\right_2020_07_09_01_41_54_798.jpg, -0.9058949, 1, 0, 27.30443
C:\c\IMG\center_2020_07_09_01_41_54_911.jpg, C:\c\IMG\left_2020_07_09_01_41_54_911.jpg, C:\c\IMG\right_2020_07_09_01_41_54_911.jpg, -1, 1, 0, 28.02838
C:\c\IMG\center_2020_07_09_01_41_55_024.jpg, C:\c\IMG\left_2020_07_09_01_41_55_024.jpg, C:\c\IMG\right_2020_07_09_01_41_55_024.jpg, -0.6601717, 1, 0, 29.11481
C:\c\IMG\center_2020_07_09_01_41_55_138.jpg, C:\c\IMG\left_2020_07_09_01_41_55_138.jpg, C:\c\IMG\right_2020_07_09_01_41_55_138.jpg, -0.3664685, 0.9081658, 0, 30.10627
C:\c\IMG\center_2020_07_09_01_41_55_246.jpg, C:\c\IMG\left_2020_07_09_01_41_55_246.jpg, C:\c\IMG\right_2020_07_09_01_41_55_246.jpg, 0, 0.5359262, 0, 29.88696
C:\c\IMG\center_2020_07_09_01_41_55_346.jpg, C:\c\IMG\left_2020_07_09_01_41_55_346.jpg, C:\c\IMG\right_2020_07_09_01_41_55_346.jpg, 0, 0.2355675, 0, 29.58241
C:\c\IMG\center_2020_07_09_01_41_55_456.jpg, C:\c\IMG\left_2020_07_09_01_41_55_456.jpg, C:\c\IMG\right_2020_07_09_01_41_55_456.jpg, 0, 0, 0, 28.99825
C:\c\IMG\center_2020_07_09_01_41_55_568.jpg, C:\c\IMG\left_2020_07_09_01_41_55_568.jpg, C:\c\IMG\right_2020_07_09_01_41_55_568.jpg, 0, 0, 0, 27.80295
C:\c\IMG\center_2020_07_09_01_41_55_669.jpg, C:\c\IMG\left_2020_07_09_01_41_55_669.jpg, C:\c\IMG\right_2020_07_09_01_41_55_669.jpg, 0, 0, 0, 23.81017
C:\c\IMG\center_2020_07_09_01_41_55_776.jpg, C:\c\IMG\left_2020_07_09_01_41_55_776.jpg, C:\c\IMG\right_2020_07_09_01_41_55_776.jpg, 0, 0, 0, 21.7982
C:\c\IMG\center_2020_07_09_01_41_55_881.jpg, C:\c\IMG\left_2020_07_09_01_41_55_881.jpg, C:\c\IMG\right_2020_07_09_01_41_55_881.jpg, 0, 0, 0, 20.77142
C:\c\IMG\center_2020_07_09_01_41_55_989.jpg, C:\c\IMG\left_2020_07_09_01_41_55_989.jpg, C:\c\IMG\right_2020_07_09_01_41_55_989.jpg, 0, 0, 0, 20.25634
